antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'milk', 'eggs'})",frozenset({'sugar'}),0.03694874851013111,0.15534366309098133,0.013110846245530394,0.3548387096774194,2.284217473805792,1.0,0.007371092305339189,1.309217322208979,0.5837833783378339,0.07317073170731707,0.23618486935939068,0.21961884332975828
"frozenset({'butter', 'milk'})",frozenset({'eggs'}),0.052443384982121574,0.16646801748112833,0.0166865315852205,0.3181818181818182,1.9113690605337383,1.0,0.007956385257247145,1.2225135743610116,0.503204552261156,0.08251473477406679,0.18201317271860648,0.20921024083315254
"frozenset({'milk', 'eggs'})",frozenset({'butter'}),0.03694874851013111,0.21970599920540326,0.0166865315852205,0.4516129032258065,2.055532870559412,1.0,0.008568669874412991,1.4228890602725002,0.5332095709570956,0.0695364238410596,0.29720452007095466,0.263781135157207
"frozenset({'sugar', 'salt', 'eggs'})",frozenset({'milk'}),0.02820818434644418,0.10925705204608661,0.0119,0.4218633802816902,3.8612004660691426,1.0,0.008818056934734943,1.5407135918633166,0.7625225648710586,0.0947714538027013,0.3509501017703007,0.2653904174135724
"frozenset({'sugar', 'milk', 'eggs'})",frozenset({'salt'}),0.013110846245530394,0.34604688120778704,0.0119,0.9076454545454546,2.622897369794385,1.0,0.007363032546739384,7.080898028068068,0.626962236300323,0.034268495872708096,0.8587749751463605,0.47101692933931744
"frozenset({'sugar', 'salt', 'milk'})",frozenset({'eggs'}),0.019467620182757252,0.16646801748112833,0.0119,0.6112714285714286,3.672005216501875,1.0,0.0086592638631008,2.1442519119591714,0.7421164738373777,0.0683768000608153,0.5336368854691543,0.34137831571769517
"frozenset({'milk', 'salt', 'eggs'})",frozenset({'sugar'}),0.01907032181168057,0.15534366309098133,0.0119,0.6240062500000001,4.016940489130436,1.0,0.008937546353449701,2.2464637694350476,0.76565561437907,0.07322446746430795,0.554855941321731,0.3503052989130435
"frozenset({'sugar', 'milk'})","frozenset({'salt', 'eggs'})",0.030591974572904253,0.07787048073102901,0.0119,0.3889909090909091,4.995357745825603,1.0,0.00951778823349653,1.509191160964527,0.8250541735676665,0.12323630299731288,0.3373934158474012,0.27090438311688314
"frozenset({'milk', 'eggs'})","frozenset({'sugar', 'salt'})",0.03694874851013111,0.07945967421533572,0.0119,0.3220677419354839,4.053222532258065,1.0,0.008964064480720612,1.35786476426537,0.78218342825158,0.11386642042488873,0.2635496359307781,0.23591462096774196
"frozenset({'butter', 'salt', 'eggs'})",frozenset({'milk'}),0.029002781088597537,0.10925705204608661,0.0118,0.40685753424657534,3.7238560498132003,1.0,0.008631241637121843,1.5017352480781645,0.7533092180308635,0.09331026071679682,0.334103663558711,0.25742985803237856
"frozenset({'butter', 'milk', 'eggs'})",frozenset({'salt'}),0.0166865315852205,0.34604688120778704,0.0118,0.7071571428571428,2.0435298835492866,1.0,0.006025677786759214,2.2331195821969314,0.51931624685064,0.03362461244737628,0.5521959468842215,0.370628284402165
"frozenset({'butter', 'salt', 'milk'})",frozenset({'eggs'}),0.030591974572904253,0.16646801748112833,0.0118,0.3857220779220779,2.3170942007872797,1.0,0.0067074146420155415,1.3569297423213216,0.5863629707541372,0.0636942702478279,0.2630421687940277,0.22830328239779313
"frozenset({'milk', 'salt', 'eggs'})",frozenset({'butter'}),0.01907032181168057,0.21970599920540326,0.0118,0.6187625,2.8163204566003617,1.0,0.0076101358911961235,2.0467398951955063,0.6574648364513405,0.05198780184260652,0.5114181326374746,0.336235318716094
"frozenset({'milk', 'eggs'})","frozenset({'butter', 'salt'})",0.03694874851013111,0.09932459276916965,0.0118,0.31936129032258065,3.215329470967742,1.0,0.008130080600900765,1.3232797289147642,0.7154238991604864,0.0947994155111692,0.2443018825504788,0.2190818451612903
"frozenset({'sugar', 'butter', 'eggs'})",frozenset({'milk'}),0.026221692491060787,0.10925705204608661,0.0109,0.41568636363636363,3.804663917355372,1.0,0.008035095178767692,1.5244260830489615,0.7570149074131242,0.08749486150705102,0.3440154225123672,0.25772554545454546
"frozenset({'sugar', 'butter', 'milk'})",frozenset({'eggs'}),0.01628923321414382,0.16646801748112833,0.0109,0.6691536585365854,4.019713027533617,1.0,0.00818836364055373,2.519393077861931,0.7636655482827339,0.06342473160662439,0.6030790078820711,0.36731585074800627
"frozenset({'sugar', 'milk', 'eggs'})",frozenset({'butter'}),0.013110846245530394,0.21970599920540326,0.0109,0.8313727272727273,3.7840237876048,1.0,0.008019468425197334,4.627329779902186,0.7455052529296373,0.04911749704197204,0.7838926448805776,0.4404922406707217
"frozenset({'butter', 'milk', 'eggs'})",frozenset({'sugar'}),0.0166865315852205,0.15534366309098133,0.0109,0.6532214285714285,4.205008531238582,1.0,0.008307853059268488,2.4357224076142163,0.775122459463582,0.06764715962705826,0.5894441842494288,0.3616942181220314
"frozenset({'sugar', 'milk'})","frozenset({'butter', 'eggs'})",0.030591974572904253,0.06436233611442194,0.0109,0.3563025974025974,5.535886652236652,1.0,0.008931029050134888,1.45353649107509,0.8452173303951539,0.12967806065945783,0.31202277607742573,0.26282815055315056
"frozenset({'onion', 'milk'})",frozenset({'salt'}),0.010727056019070322,0.34604688120778704,0.0101,0.9415444444444444,2.7208580558744737,1.0,0.0063879357200594955,11.187185077228499,0.6393269794977833,0.029134004363849067,0.91061200891049,0.4853656206148743
"frozenset({'butter', 'salt'})",frozenset({'milk'}),0.09932459276916965,0.10925705204608661,0.030591974572904253,0.308,2.8190399999999998,1.0,0.01974006237126673,1.2872007918409154,0.7164282563488563,0.171875,0.22312042818911687,0.29400000000000004
"frozenset({'butter', 'milk'})",frozenset({'salt'}),0.052443384982121574,0.34604688120778704,0.030591974572904253,0.5833333333333334,1.6857060849598164,1.0,0.012444104759861786,1.5694874851013112,0.4292902066486972,0.08315334773218143,0.3628493317132443,0.335868733256793
"frozenset({'salt', 'milk'})",frozenset({'butter'}),0.052046086611044894,0.21970599920540326,0.030591974572904253,0.5877862595419848,2.6753309498502276,1.0,0.019157137109293676,1.8929354463720778,0.660595900327669,0.12685337726523888,0.47171996704031355,0.36351338293554936
"frozenset({'sugar', 'milk'})",frozenset({'salt'}),0.030591974572904253,0.34604688120778704,0.019467620182757252,0.6363636363636364,1.838952092683436,1.0,0.008881362791815813,1.7983710766785856,0.47060889929742394,0.05450500556173527,0.4439412349497404,0.34631040601189855
"frozenset({'salt', 'milk'})",frozenset({'sugar'}),0.052046086611044894,0.15534366309098133,0.019467620182757252,0.37404580152671757,2.4078600573983326,1.0,0.01138259043904706,1.3493900016473348,0.6167952512102913,0.10359408033826638,0.2589244037830424,0.24968274731067336
"frozenset({'sugar', 'butter'})",frozenset({'milk'}),0.049662296384584824,0.10925705204608661,0.01628923321414382,0.32799999999999996,3.002094545454545,1.0,0.010863277113325059,1.325510339217133,0.7017497348886533,0.11420612813370473,0.24557359500446027,0.2385454545454545
"frozenset({'sugar', 'milk'})",frozenset({'butter'}),0.030591974572904253,0.21970599920540326,0.01628923321414382,0.5324675324675324,2.423545712876635,1.0,0.009567992872937602,1.6689621683662208,0.6059176329468212,0.0696095076400679,0.40082524400243336,0.3033042906460628
"frozenset({'butter', 'milk'})",frozenset({'sugar'}),0.052443384982121574,0.15534366309098133,0.01628923321414382,0.3106060606060606,1.9994768658451523,1.0,0.008142485686130498,1.2252157854064885,0.5275348979904892,0.08506224066390042,0.18381724108440947,0.20773269782221188
"frozenset({'sugar', 'butter', 'salt'})",frozenset({'milk'}),0.028605482717520857,0.10925705204608661,0.011521652761223678,0.4027777777777778,3.6865151515151515,1.0,0.008396302047152072,1.491476564015855,0.7502009731330654,0.09119496855345913,0.32952349093071664,0.25411616161616163
"frozenset({'sugar', 'butter', 'milk'})",frozenset({'salt'}),0.01628923321414382,0.34604688120778704,0.011521652761223678,0.7073170731707317,2.0439920472683486,1.0,0.005884814410202912,2.234339822540061,0.5192189850147624,0.03284258210645526,0.5524405061790593,0.37030606815827055
"frozenset({'sugar', 'salt', 'milk'})",frozenset({'butter'}),0.019467620182757252,0.21970599920540326,0.011521652761223678,0.5918367346938774,2.6937668376573045,1.0,0.007244499816819721,1.9117203019467615,0.6412563572346728,0.05061082024432809,0.4769109273037116,0.32213898217514847
"frozenset({'butter', 'salt', 'milk'})",frozenset({'sugar'}),0.030591974572904253,0.15534366309098133,0.011521652761223678,0.3766233766233766,2.4244527850665953,1.0,0.006769383369882573,1.3549695404582174,0.6060768795929904,0.06605922551252848,0.26197602961478783,0.2253960872886704
"frozenset({'sugar', 'milk'})","frozenset({'butter', 'salt'})",0.030591974572904253,0.09932459276916965,0.011521652761223678,0.3766233766233766,3.7918441558441556,1.0,0.00848311734476517,1.4448334657661237,0.759511023176936,0.09731543624161072,0.3078787114958266,0.2463116883116883
"frozenset({'water', 'milk'})",frozenset({'salt'}),0.013110846245530394,0.34604688120778704,0.0104,0.7932363636363636,2.292280054274084,1.0,0.005863032546739383,3.162805270275388,0.5712426034367268,0.02982012778883037,0.6838249861924224,0.4116450474898236
"frozenset({'sugar', 'milk'})",frozenset({'water'}),0.030591974572904253,0.15335717123559794,0.0102,0.33342077922077923,2.1741453401520756,1.0,0.005508501316988065,1.2701308447249373,0.5570916833357024,0.058705324578930254,0.21267954073144124,0.19996608909225488
"frozenset({'water', 'milk'})",frozenset({'sugar'}),0.013110846245530394,0.15534366309098133,0.0102,0.7779818181818182,5.008133596837945,1.0,0.00816331311799667,3.8044466898694647,0.8109571499951697,0.06445313970997671,0.7371496878474301,0.42182134387351783
"frozenset({'flour', 'salt'})",frozenset({'milk'}),0.049662296384584824,0.10925705204608661,0.01628923321414382,0.32799999999999996,3.002094545454545,1.0,0.010863277113325059,1.325510339217133,0.7017497348886533,0.11420612813370473,0.24557359500446027,0.2385454545454545
"frozenset({'flour', 'milk'})",frozenset({'salt'}),0.02264600715137068,0.34604688120778704,0.01628923321414382,0.719298245614035,2.078615022055713,1.0,0.008452653067602756,2.329707985697258,0.5309339678762641,0.046223224351747465,0.5707616550489223,0.3831852881342276
"frozenset({'salt', 'milk'})",frozenset({'flour'}),0.052046086611044894,0.07787048073102901,0.01628923321414382,0.3129770992366412,4.01920081009503,1.0,0.012236379429572983,1.3422107447137244,0.7924375932778607,0.14335664335664333,0.25496051649229895,0.26108038635301445
"frozenset({'butter', 'flour'})",frozenset({'milk'}),0.046881207787048074,0.10925705204608661,0.018275725069527213,0.38983050847457623,3.568012326656394,1.0,0.0131536225103543,1.4598287202578024,0.755133479529514,0.13256484149855907,0.31498813105731865,0.27855161787365174
"frozenset({'butter', 'milk'})",frozenset({'flour'}),0.052443384982121574,0.07787048073102901,0.018275725069527213,0.34848484848484845,4.475185528756957,1.0,0.014191933469806978,1.4153615877151646,0.8195242001640688,0.1631205673758865,0.2934667658924444,0.2915893630179344
"frozenset({'flour', 'milk'})",frozenset({'butter'}),0.02264600715137068,0.21970599920540326,0.018275725069527213,0.8070175438596491,3.6731702674407534,1.0,0.01330026144032261,4.043341640481091,0.7446182396606574,0.08156028368794326,0.7526798156286847,0.4451000920021573
"frozenset({'sugar', 'flour'})",frozenset({'milk'}),0.033373063170441,0.10925705204608661,0.011521652761223678,0.3452380952380952,3.159870129870129,1.0,0.007875410261473469,1.360407411420522,0.7071304052043028,0.08787878787878786,0.26492608640244675,0.2253463203463203
"frozenset({'sugar', 'milk'})",frozenset({'flour'}),0.030591974572904253,0.07787048073102901,0.011521652761223678,0.3766233766233766,4.836535913066524,1.0,0.009139440994720208,1.479249437160641,0.8182730356133407,0.11885245901639344,0.3239814902891162,0.26229128014842296
"frozenset({'flour', 'milk'})",frozenset({'sugar'}),0.02264600715137068,0.15534366309098133,0.011521652761223678,0.5087719298245613,3.2751379728092607,1.0,0.008003739055945197,1.7194789715647876,0.7107653490328006,0.06921241050119331,0.41842847947714995,0.29147036388926273
"frozenset({'flour', 'eggs'})",frozenset({'milk'}),0.029002781088597537,0.10925705204608661,0.0114,0.39306575342465755,3.5976236413449563,1.0,0.008231241637121842,1.4676102938332711,0.7436053636774512,0.08986295912825995,0.3186202057849523,0.24870342216687424
"frozenset({'milk', 'eggs'})",frozenset({'flour'}),0.03694874851013111,0.07787048073102901,0.0114,0.30853548387096774,3.9621623107307435,1.0,0.0085227831911062,1.333589067492937,0.7762957157957814,0.11023095108760375,0.25014382287945963,0.22746621132323896
"frozenset({'flour', 'milk'})",frozenset({'eggs'}),0.02264600715137068,0.16646801748112833,0.0114,0.5034000000000001,3.024004295942721,1.0,0.007630164085647869,1.6784776128048162,0.6848211026806335,0.06414800420830294,0.4042220209723547,0.28594081145584727
"frozenset({'butter', 'flour', 'salt'})",frozenset({'milk'}),0.03178386968613429,0.10925705204608661,0.013508144616607072,0.425,3.8899090909090908,1.0,0.010035532712083064,1.5491181703546322,0.7673127519370491,0.1059190031152648,0.354471454058876,0.2743181818181818
"frozenset({'butter', 'flour', 'milk'})",frozenset({'salt'}),0.018275725069527213,0.34604688120778704,0.013508144616607072,0.7391304347826088,2.13592572255778,1.0,0.007183886954486214,2.5068202887034836,0.541719237269979,0.03850509626274066,0.601088277246553,0.389083013028503
"frozenset({'butter', 'salt', 'milk'})",frozenset({'flour'}),0.030591974572904253,0.07787048073102901,0.013508144616607072,0.44155844155844154,5.670421415319374,1.0,0.011125932850103602,1.651255185667692,0.8496383799421409,0.14225941422594143,0.39440008505066665,0.3075139146567718
"frozenset({'flour', 'salt', 'milk'})",frozenset({'butter'}),0.01628923321414382,0.21970599920540326,0.013508144616607072,0.8292682926829269,3.77444537555683,1.0,0.00992930235700376,4.570293433225498,0.7472322531597453,0.060714285714285714,0.7811956683721625,0.44537555682970936
"frozenset({'flour', 'milk'})","frozenset({'butter', 'salt'})",0.02264600715137068,0.09932459276916965,0.013508144616607072,0.5964912280701755,6.005473684210527,1.0,0.011258839178449477,2.2321086179198844,0.8527977044476328,0.12454212454212454,0.5519931279455808,0.36624561403508776
"frozenset({'sugar', 'flour', 'salt'})",frozenset({'milk'}),0.023837902264600714,0.10925705204608661,0.0113,0.474035,4.3387130727272725,1.0,0.008695541071606992,1.6935403457528797,0.78830853070097,0.09277888451088685,0.4095210057983943,0.2887304090909091
"frozenset({'sugar', 'flour', 'milk'})",frozenset({'salt'}),0.011521652761223678,0.34604688120778704,0.0113,0.9807620689655172,2.8341884358050597,1.0,0.007312967995619458,33.99290275134279,0.6547086348979233,0.032633632257822454,0.9705820945238195,0.5067083019913694
"frozenset({'sugar', 'salt', 'milk'})",frozenset({'flour'}),0.019467620182757252,0.07787048073102901,0.0113,0.5804510204081632,7.4540572365680955,1.0,0.00978404705767961,2.197906714410498,0.8830354715286491,0.1313371620245671,0.5450216365219073,0.362781887755102
"frozenset({'flour', 'salt', 'milk'})",frozenset({'sugar'}),0.01628923321414382,0.15534366309098133,0.0113,0.693709756097561,4.465645667768698,1.0,0.00876957084357162,2.757699122725119,0.7889191035094345,0.07047836258440238,0.6373788598765574,0.3832258499157882
"frozenset({'sugar', 'flour'})","frozenset({'salt', 'milk'})",0.033373063170441,0.052046086611044894,0.0113,0.3385964285714285,6.505703898582333,1.0,0.009563062663755353,1.4332458340699021,0.8755070845444541,0.1524572264160349,0.3022829885642438,0.2778558478735005
"frozenset({'sugar', 'milk'})","frozenset({'flour', 'salt'})",0.030591974572904253,0.049662296384584824,0.0113,0.369377922077922,7.437793838961038,1.0,0.009780732291770745,1.5069845108290714,0.8928660662406416,0.1638767235602643,0.33642317302262953,0.29845736103896103
"frozenset({'flour', 'milk'})","frozenset({'sugar', 'salt'})",0.02264600715137068,0.07945967421533572,0.0113,0.49898421052631575,6.279716289473684,1.0,0.009500555649473922,1.837347934187243,0.8602380951768424,0.12444155288441135,0.45573727142629983,0.32059735526315786
"frozenset({'sugar', 'butter', 'flour'})",frozenset({'milk'}),0.020659515295987287,0.10925705204608661,0.0107,0.5179211538461538,4.7403910699300695,1.0,0.008442802262059394,1.8477121638099214,0.8056921496693332,0.08975262615386306,0.45879016245797016,0.3079276678321678
"frozenset({'sugar', 'butter', 'milk'})",frozenset({'flour'}),0.01628923321414382,0.07787048073102901,0.0107,0.6568756097560976,8.435489335490294,1.0,0.009431549578874775,2.6874496406784014,0.8960491858298661,0.12820556762307078,0.6279000042034028,0.39714163140866104
"frozenset({'sugar', 'flour', 'milk'})",frozenset({'butter'}),0.011521652761223678,0.21970599920540326,0.0107,0.9286862068965518,4.2269496975743595,1.0,0.008168623767597657,10.94169818821301,0.7723211986899099,0.0485199924117419,0.9086065085329027,0.4886938267755815
"frozenset({'butter', 'flour', 'milk'})",frozenset({'sugar'}),0.018275725069527213,0.15534366309098133,0.0107,0.5854760869565218,3.7689087234515735,1.0,0.007860981922055962,2.037654066100705,0.7483478064355821,0.065676652243859,0.5092395629678106,0.32717781329923273
"frozenset({'sugar', 'flour'})","frozenset({'butter', 'milk'})",0.033373063170441,0.052443384982121574,0.0107,0.3206178571428571,6.113599594155843,1.0,0.0089498036001199,1.3947328833709511,0.8653082291967451,0.1424454997961052,0.28301683288409696,0.2623237012987013
"frozenset({'sugar', 'milk'})","frozenset({'butter', 'flour'})",0.030591974572904253,0.046881207787048074,0.0107,0.349764935064935,7.460663911512215,1.0,0.009265811283431584,1.4658065115392294,0.8932912134363912,0.1602439725325627,0.31778171803186384,0.28900068787145056
"frozenset({'flour', 'milk'})","frozenset({'sugar', 'butter'})",0.02264600715137068,0.049662296384584824,0.0107,0.4724894736842105,9.514048042105262,1.0,0.009575347280921201,1.8015521135714814,0.9156275779225995,0.17367788732821254,0.4449230791233938,0.34397233684210526
"frozenset({'flour', 'salt', 'eggs'})",frozenset({'milk'}),0.01748112832737386,0.10925705204608661,0.01,0.5720454545454545,5.235776033057851,1.0,0.008090063452511795,2.081396160911959,0.8234003117659598,0.08566177721811932,0.5195532600762306,0.3317863636363636
"frozenset({'milk', 'flour', 'eggs'})",frozenset({'salt'}),0.0114,0.34604688120778704,0.01,0.8771929824561403,2.534896368360626,1.0,0.006055065554231228,5.325046824450875,0.6124889292161873,0.028781377933911004,0.8122082240839035,0.45304540052772574
"frozenset({'milk', 'salt', 'eggs'})",frozenset({'flour'}),0.01907032181168057,0.07787048073102901,0.01,0.524375,6.733938137755102,1.0,0.008514984872829007,1.9387742849281915,0.8680525283479389,0.11502079239592376,0.48421020034467904,0.3263966836734694
"frozenset({'flour', 'salt', 'milk'})",frozenset({'eggs'}),0.01628923321414382,0.16646801748112833,0.01,0.6139024390243903,3.6878101170033184,1.0,0.007288363640553731,2.158863631287034,0.7409051406814918,0.05788469056872801,0.5367933455788325,0.3369870190348682
"frozenset({'flour', 'eggs'})","frozenset({'salt', 'milk'})",0.029002781088597537,0.052046086611044894,0.01,0.3447945205479452,6.624792429154031,1.0,0.008490518743501678,1.4468040074721664,0.8744122617591539,0.14074819661130683,0.3088213781304183,0.2684659625640489
"frozenset({'flour', 'milk'})","frozenset({'salt', 'eggs'})",0.02264600715137068,0.07787048073102901,0.01,0.44157894736842107,5.670684747583244,1.0,0.008236544536484446,1.6513158214995711,0.8427391300134695,0.11047711012597111,0.39442232250164405,0.28499865735767993
"frozenset({'sugar', 'flour', 'eggs'})",frozenset({'milk'}),0.015891934843067144,0.10925705204608661,0.011,0.692175,6.3352889999999995,1.0,0.009263694047737995,2.89366668709141,0.8557535845471624,0.0963652880308235,0.6544176962533452,0.3964275
"frozenset({'sugar', 'milk', 'eggs'})",frozenset({'flour'}),0.013110846245530394,0.07787048073102901,0.011,0.839,10.774301020408162,1.0,0.00997905210006994,5.727512542043297,0.9192385498417525,0.1375321017519981,0.825404136148212,0.4901301020408163
"frozenset({'sugar', 'flour', 'milk'})",frozenset({'eggs'}),0.011521652761223678,0.16646801748112833,0.011,0.9547241379310345,5.735180561270678,1.0,0.009082013306733125,18.410074252130453,0.8352611624176877,0.06587233799573175,0.9456819138095395,0.5104014484404575
